accno,authormain,booktitle,publisher,publishyear,edition,volume,pages,price,status,subjectid,copy
3910,GURU BHAG S,ELECTRIC. MACHINERY. & TRANSFORMERS,OXFORD UNIVERCITY,2004,3,0,700,325,1,5,
3911,ISLAM S.S,SEMICONDUCTOR. PHYSICS. % DEVICES,OXFORD UNIVERCITY,2006,,0,546,250,1,7,
3912,ISLAM S.S,SEMICONDUCTOR. PHYSICS. % DEVICES,OXFORD UNIVERCITY,2006,,0,546,250,1,7,
3913,ISLAM S.S,SEMICONDUCTOR. PHYSICS. % DEVICES,OXFORD UNIVERCITY,2006,,0,546,250,1,7,
3914,ISLAM S.S,SEMICONDUCTOR. PHYSICS. % DEVICES,OXFORD UNIVERCITY,2006,,0,546,250,1,7,
3915,KREIN. PHILIP. T,ELEMENTS. OF. POWER. ELECTRONICS,OXFORD. UNIVERSITY,2004,,0,766,360,1,5,
3916,KREIN. PHILIP. T,ELEMENTS. OF. POWER. ELECTRONICS,OXFORD. UNIVERSITY,2004,,0,766,360,1,5,
3917,KREIN. PHILIP. T,ELEMENTS. OF. POWER. ELECTRONICS,OXFORD. UNIVERSITY,2004,,0,766,360,1,5,
3918,KREIN. PHILIP. T,ELEMENTS. OF. POWER. ELECTRONICS,OXFORD. UNIVERSITY,2004,,0,766,360,1,5,
3919,KUO,DIGITAL CONTROL SYSTEMS,OXFORD,2005,2,0,750,349,1,10,
3920,KUO,DIGITAL CONTROL SYSTEMS,OXFORD,2005,2,0,750,349,1,10,
3921,KUO,DIGITAL CONTROL SYSTEMS,OXFORD,2005,2,0,750,349,1,10,
3922,KUO,DIGITAL CONTROL SYSTEMS,OXFORD,2005,2,0,750,349,1,10,
3923,LATHI B.P,SIGNAL PROCESING & LINER SYSTEMS,OXFORD,2006,,0,850,310,1,10,
3924,LATHI B.P,SIGNAL PROCESING & LINER SYSTEMS,OXFORD,2006,,0,850,310,1,10,
3925,LATHI B.P,SIGNAL PROCESING & LINER SYSTEMS,OXFORD,2006,,0,850,310,1,10,
3926,MACLENNAN BRUCE J,PRINCIPAL  OF PROGRAMMING LANGUAGES,OXFORD,2007,3,0,509,595,1,10,
3927,MACLENNAN BRUCE J,PRINCIPAL  OF PROGRAMMING LANGUAGES,OXFORD,2007,3,0,509,595,1,10,
3928,MACLENNAN BRUCE J,PRINCIPAL  OF PROGRAMMING LANGUAGES,OXFORD,2007,3,0,509,595,1,10,
3929,MACLENNAN BRUCE J,PRINCIPAL  OF PROGRAMMING LANGUAGES,OXFORD,2007,3,0,509,595,1,10,
3930,MUORTHI  V.R,POWER ELECTRONICS,OXRORD,2005,,0,1013,310,1,5,
3931,MUORTHI  V.R,POWER ELECTRONICS,OXRORD,2005,,0,1013,310,1,5,
3932,MUORTHI  V.R,POWER ELECTRONICS,OXRORD,2005,,0,1013,310,1,5,
3933,MUORTHI  V.R,POWER ELECTRONICS,OXRORD,2005,,0,1013,310,1,5,
3934,NAGSARKAR T.K,BASIC. ELECTRICAL. ENGINEERING,OXFORD UNIVERCITY,2005,,0,634,215,1,11,
3935,NAGSARKAR T.K,BASIC. ELECTRICAL. ENGINEERING,OXFORD UNIVERCITY,2005,,0,634,215,1,12,
3936,NAGSARKAR T.K,BASIC. ELECTRICAL. ENGINEERING,OXFORD UNIVERCITY,2005,,0,634,215,1,12,
3937,NAGSARKAR T.K,BASIC. ELECTRICAL. ENGINEERING,OXFORD UNIVERCITY,2005,,0,634,215,1,12,
3938,PARHAMI BEHROOZ,COMPUTER ARCHITECTURE,OXFORD UNIVERSITY,2006,,0,556,299,1,10,
3939,PARHAMI BEHROOZ,COMPUTER ARCHITECTURE,OXFORD UNIVERSITY,2006,,0,556,299,1,10,
3940,PARHAMI BEHROOZ,COMPUTER ARCHITECTURE,OXFORD UNIVERSITY,2006,,0,556,299,1,10,
3941,PARHAMI BEHROOZ,COMPUTER ARCHITECTURE,OXFORD UNIVERSITY,2006,,0,556,299,1,10,
3943,POTTER.MERLE.C,ADVANCED. ENGINEERING. MATHEMATICS,OXFORD.UNIERCITY,2005,,0,737,350,1,4,
3944,POTTER.MERLE.C,ADVANCED. ENGINEERING. MATHEMATICS,OXFORD.UNIERCITY,2005,,0,737,350,1,4,
3945,POTTER.MERLE.C,ADVANCED. ENGINEERING. MATHEMATICS,OXFORD.UNIERCITY,2005,,0,737,350,1,4,
3946,PRATAP  R,GETTING  STARTED  WITH  MATLAB -7,U.B.S.P,,,0,0,145,1,10,
3947,PRATAP  R,GETTING  STARTED  WITH  MATLAB -7,U.B.S.P,,,0,0,145,1,10,
3948,PRATAP  R,GETTING  STARTED  WITH  MATLAB -7,U.B.S.P,,,0,0,145,1,10,
3949,PRATAP  R,GETTING  STARTED  WITH  MATLAB -7,U.B.S.P,,,0,0,145,1,10,
3950,RAMAKALYAN A,LINEAR  CIRCUITS ANALYSIS & SYNTHESIS,OXFORD,2005,2,0,642,240,1,12,
3951,RAMAKALYAN A,LINEAR  CIRCUITS ANALYSIS & SYNTHESIS,OXFORD,2005,2,0,642,240,1,12,
3952,RAMAKALYAN A,LINEAR  CIRCUITS ANALYSIS & SYNTHESIS,OXFORD,2005,2,0,642,240,1,12,
3953,M.N.O. SADIKU,ELEEMENTS. OF. ELECTROMAGNETICS,OXFORD. UNIVER,2007,2,0,765,310,1,5,
3954,M.N.O. SADIKU,ELEEMENTS OF ELECTROMAGNETICS,OXFORD. UNIVER,2007,2,0,765,310,1,5,
3955,M.N.O. SADIKU,ELEEMENTS. OF. ELECTROMAGNETICS,OXFORD. UNIVER,2007,2,0,765,310,1,5,
3956,M.N.O. SADIKU,ELEEMENTS. OF. ELECTROMAGNETICS,OXFORD. UNIVER,2007,2,0,765,310,1,5,
3957,SAHAY SAURAV,OBJECT-ORIENTED PROGRAMMING WITH C++,OXFORD UNIVERSITY,2006,,0,479,225,1,10,
3958,SAHAY SAURAV,OBJECT-ORIENTED PROGRAMMING WITH C++,OXFORD UNIVERSITY,2006,,0,479,225,1,10,
3959,SAHAY SAURAV,OBJECT-ORIENTED PROGRAMMING WITH C++,OXFORD UNIVERSITY,2006,,0,479,225,1,10,
3960,SAHAY SAURAV,OBJECT-ORIENTED PROGRAMMING WITH C++,OXFORD UNIVERSITY,2006,,0,479,225,1,10,
3961,STANISLAW H ZAK,SYSTEMS & CONTROL,OXFORD UNIVERSITY,2006,1,0,704,360,1,10,
3962,STANISLAW H ZAK,SYSTEMS & CONTROL,OXFORD UNIVERSITY,2006,1,0,704,360,1,10,
3963,STANISLAW H ZAK,SYSTEMS & CONTROL,OXFORD UNIVERSITY,2006,1,0,704,360,1,10,
3964,STANISLAW H ZAK,SYSTEMS & CONTROL,OXFORD UNIVERSITY,2006,1,0,704,360,1,10,
3965,RAYMOND T SEJANI,DESIGN OF FEEDBACK CONTROL SYSTEMS,OXFORD,2004,4,0,848,310,1,11,
3966,RAYMOND T SEJANI,DESIGN OF FEEDBACK CONTROL SYSTEMS,OXFORD,2004,4,0,848,310,1,11,
3967,RAYMOND T SEJANI,DESIGN OF FEEDBACK CONTROL SYSTEMS,OXFORD,2004,4,0,848,310,1,11,
3968,RAYMOND T SEJANI,DESIGN OF FEEDBACK CONTROL SYSTEMS,OXFORD,2004,4,0,848,310,1,11,
3969,CHRIS FEHILY,MICROSOFT WINDOWS VISTA,PEARSON,2007,,0,604,350,1,10,
3970,CHRIS FEHILY,MICROSOFT WINDOWS VISTA,PEARSON,2007,,0,604,350,1,10,
3971,CHRIS FEHILY,MICROSOFT WINDOWS VISTA,PEARSON,2007,,0,604,350,1,10,
3972,CHRIS FEHILY,MICROSOFT WINDOWS VISTA,PEARSON,2007,,0,604,350,1,10,
3973,KENNETH C LAUDON,E-COMMERCE BUSINESS TECHNOLOGY SOCIETY,PEARSON,2006,1,0,902,399,1,4,
3974,KENNETH C LAUDON,E-COMMERCE BUSINESS TECHNOLOGY SOCIETY,PEARSON,2006,1,0,902,399,1,4,
3975,KENNETH C LAUDON,E-COMMERCE BUSINESS TECHNOLOGY SOCIETY,PEARSON,2006,1,0,902,399,1,4,
3976,KENNETH C LAUDON,E-COMMERCE BUSINESS TECHNOLOGY SOCIETY,PEARSON,2006,1,0,902,399,1,4,
3977,KENNETH C LAUDON,E-COMMERCE BUSINESS TECHNOLOGY SOCIETY,PEARSON,2006,1,0,902,399,1,4,
3978,PERRY  GREG,MICROSOFT  WINDOWS  VISTA,PEARSON,2007,,0,787,550,1,10,
3979,PERRY  GREG,MICROSOFT  WINDOWS  VISTA,PEARSON,2007,,0,787,550,1,10,
3980,PERRY  GREG,MICROSOFT  WINDOWS  VISTA,PEARSON,2007,,0,787,550,1,10,
3981,PERRY  GREG,MICROSOFT  WINDOWS  VISTA,PEARSON,2007,,0,787,550,1,10,
3982,GILL. P.S,ENGINEERING. DRAWING,S.K. KATARIA,2006,,0,710,250,1,3,
3983,GILL. P.S,ENGINEERING. DRAWING,S.K. KATARIA,2006,,0,710,250,1,3,
3984,GILL. P.S,ENGINEERING. DRAWING,S.K. KATARIA,2006,,0,710,250,1,14,
3985,GILL. P.S,ENGINEERING. DRAWING,S.K. KATARIA,2006,,0,710,250,1,14,
3986,GILL P.S,A TEXT OF MACHINE DRAWING,S.K. KATARIA,2007,,0,707,250,1,3,
3987,GILL P.S,A TEXT OF MACHINE DRAWING,S.K. KATARIA,2007,,0,707,250,1,3,
3988,GILL P.S,A TEXT OF MACHINE DRAWING,S.K. KATARIA,2007,,0,707,250,1,3,
3989,GILL P.S,A TEXT OF MACHINE DRAWING,S.K. KATARIA,2007,,0,707,250,1,3,
3990,KUMAR. D.S,MECHANICAL. ENGINEERING,S.K. KATARIA,2002,4,0,820,250,1,2,
3991,KUMAR. D.S,MECHANICAL. ENGINEERING,S.K. KATARIA,2002,4,0,820,250,1,2,
3992,KUMAR. D.S,MECHANICAL. ENGINEERING,S.K. KATARAI,2002,4,0,820,250,1,2,
3993,KUMAR. D.S,MECHANICAL. ENGINEERING,S.K. KATARAI,2002,4,0,820,250,1,2,
3994,KUMAR. D. S,ENGINEERING. MECHANICS,S.K. KATARIA,2003,3,0,723,250,1,2,
3995,KUMAR. D. S,ENGINEERING. MECHANICS,S. K. KATARIA,2003,3,0,723,250,1,2,
3996,KUMAR .  D.S,ENGINEERING. MECHANICS,S.K. KATARIA,2003,3,0,723,250,1,2,
3997,KUMAR. D. S,ENGINEERING. MECHANICS,S.K. KATARIA,2003,3,0,723,250,1,2,
3998,S HASAN SAEED,AOTOMATIC CONTROL SYSTEMS,S.K KATARIA,2008,,0,659,215,1,11,
3999,S HASAN SAEED,AOTOMATIC CONTROL SYSTEMS,S.K KATARIA,2008,,0,659,215,1,11,
4000,S HASAN SAEED,AOTOMATIC CONTROL SYSTEMS,S.K KATARIA,2008,,0,659,215,1,11,
4001,S HASAN SAEED,AOTOMATIC CONTROL SYSTEMS,S.K KATARIA,2008,,0,659,215,1,11,
4002,SANJAY SHARMA,COMMUNICATION SYSTEMS,S.K KATARIA,2007,4,0,963,295,1,10,
4003,SANJAY SHARMA,COMMUNICATION SYSTEMS,S.K KATARIA,2007,4,0,963,295,1,10,
4004,SANJAY SHARMA,COMMUNICATION SYSTEMS,S.K KATARIA,2007,4,0,963,295,1,10,
4005,SANJAY SHARMA,COMMUNICATION SYSTEMS,S.K KATARIA,2007,4,0,963,295,1,10,
4006,SHARMA  SANJEY,ELECTRONICS ENGINEERING ,S.K KATARIA  DELHI,2001,,0,549,185,1,5,
4007,SHARMA  SANJEY,ELECTRONICS ENGINEERING ,S.K KATARIA  DELHI,2001,,0,549,185,1,5,
4008,SHARMA  SANJEY,ELECTRONICS ENGINEERING ,S.K KATARIA  DELHI,2001,,0,549,185,1,5,
4009,SHARMA  SANJEY,ELECTRONICS ENGINEERING ,S.K KATARIA  DELHI,2001,,0,549,185,1,5,
4010,CHAPMAN,MATLAB  PROGRAMMING  FOR  ENGINEERING,CENGAGE,2004,,0,540,325,1,11,
4011,CHAPMAN,MATLAB  PROGRAMMING  FOR  ENGINEERING,CENGAGE,2004,,0,540,325,1,10,
4012,CHAPMAN,MATLAB  PROGRAMMING  FOR  ENGINEERING,CENGAGE,2004,,0,540,325,1,10,
4013,CHAPMAN,MATLAB  PROGRAMMING  FOR  ENGINEERING,CENGAGE,2004,,0,540,325,1,10,
4014,CHRISTOPHER DIAZ,INTRODUCTION TO UNIX /  LINUX,THOMSON,2007,1,0,435,395,1,10,
4015,CHRISTOPHER DIAZ,INTRODUCTION TO UNIX /  LINUX,THOMSON,2007,1,0,435,395,1,10,
4016,CHRISTOPHER DIAZ,INTRODUCTION TO UNIX /  LINUX,THOMSON,2007,1,0,435,395,1,10,
4017,DUNNING,INTRODUCATION  TO  PROGRAMMING  LOGIC  CONTROLLER,U.B.S.P,,,0,0,350,1,10,
4018,DUNNING,INTRODUCATION  TO  PROGRAMMING  LOGIC  CONTROLLER,U.B.S.P,,,0,0,350,1,10,
4019,DUNNING,INTRODUCATION  TO  PROGRAMMING  LOGIC  CONTROLLER,U.B.S.P,,,0,0,350,1,10,
4020,GILBERY RICHARD F,DATA STRUCTURES A PSUEDDOCODE APPROACH WITH C++,THOMSON,2005,,0,754,350,1,10,
4021,GILBERY RICHARD F,DATA STRUCTURES A PSUEDDOCODE APPROACH WITH C++,THOMSON,2005,,0,754,350,1,10,
4022,GILBERY RICHARD F,DATA STRUCTURES A PSUEDDOCODE APPROACH WITH C++,THOMSON,2005,,0,754,350,1,10,
4023,JOHN G PROAKIS,CONTEMPORARY COMMUNICATION SYSTEMS USING MATLAB,THOMSON,2007,1,0,487,325,1,10,
4024,JOHN G PROAKIS,CONTEMPORARY COMMUNICATION SYSTEMS USING MATLAB,THOMSON,2007,1,0,487,325,1,10,
4025,JOHN G PROAKIS,CONTEMPORARY COMMUNICATION SYSTEMS USING MATLAB,THOMSON,2007,1,0,487,325,1,10,
4026,JOHN G PROAKIS,CONTEMPORARY COMMUNICATION SYSTEMS USING MATLAB,THOMSON,2007,1,0,487,325,1,10,
4027,SATZINGER,OBJET ORINTED ANALYSIS & DISIGN,THOMSON,2007,1,0,626,325,1,10,
4028,SATZINGER,OBJET ORINTED ANALYSIS & DISIGN,THOMSON,2007,1,0,626,325,1,10,
4029,SATZINGER,OBJET ORINTED ANALYSIS & DISIGN,THOMSON,2007,1,0,626,325,1,10,
4030,SATZINGER,OBJET ORINTED ANALYSIS & DISIGN,THOMSON,2007,1,0,626,325,1,10,
4031,JONTHAN W VALVANO,EMBEDDED MICROCOMPUTER SYSTEMS,THOMSON,2007,2,0,834,395,1,10,
4032,JONTHAN W VALVANO,EMBEDDED MICROCOMPUTER SYSTEMS,THOMSON,2007,2,0,834,395,1,11,
4033,JONTHAN W VALVANO,EMBEDDED MICROCOMPUTER SYSTEMS,THOMSON,2007,2,0,834,395,1,10,
4034,JONTHAN W VALVANO,EMBEDDED MICROCOMPUTER SYSTEMS,THOMSON,2007,2,0,834,395,1,10,
4035,JOYCE FARRELL,PROGRAMMING LOGIC & DESIGN,THOMSON,2007,,0,670,350,1,10,
4036,JOYCE FARRELL,PROGRAMMING LOGIC & DESIGN,THOMSON,2007,,0,670,350,1,10,
4037,JOYCE FARRELL,PROGRAMMING LOGIC & DESIGN,THOMSON,2007,,0,670,350,1,10,
4038,JOYCE FARRELL,PROGRAMMING LOGIC & DESIGN,THOMSON,2007,,0,670,350,1,10,
4039,SIPSER. MICHAAEL,INTRODUCTION. TO. THE. THEORY. OF. COMPUTATION,THOMSON,2007,2,0,437,225,1,19,
4040,SIPSER. MICHAAEL,INTRODUCTION. TO. THE. THEORY. OF. COMPUTATION,THOMSON,2007,2,0,437,225,1,19,
4041,SIPSER. MICHAAEL,INTRODUCTION. TO. THE. THEORY. OF. COMPUTATION,THOMSON,2007,2,0,437,225,1,19,
4042,SIPSER. MICHAAEL,INTRODUCTION. TO. THE. THEORY. OF. COMPUTATION,THOMSON,2007,2,0,437,225,1,19,
4043,BARESI ARTHUR P,ENGINEERING. MECHANICS. STATICS. DYNAMICS,THOMSON,2004,,0,772,525,1,2,
4044,BARESI ARTHUR P,ENGINEERING. MECHANICS. STATICS. DYNAMICS,THOMSON,2004,,0,772,525,1,2,
4045,WHITE,DIGITAL SIGNAL PROCESSING,THOMSON,2007,1,0,234,150,1,10,
4046,WHITE,DIGITAL SIGNAL PROCESSING,THOMSON,2007,1,0,234,150,1,10,
4047,WHITE,DIGITAL SIGNAL PROCESSING,THOMSON,2007,1,0,234,150,1,10,
4048,WHITE,DIGITAL SIGNAL PROCESSING,THOMSON,2007,1,0,234,150,1,10,
4049,BHAVIRATTI. S.S,ELEMENTS OF CIVIL ENGINEERING,VIKAS,2006,4,0,216,115,1,2,
4050,BHAVIRATTI. S.S,ELEMENTS OF CIVIL ENGINEERING,VIKAS,2006,4,0,216,115,1,2,
4051,BHAVIRATTI,ELEMENTS OF CIVIL ENGINEERING,VIKAS,2006,4,0,216,115,1,2,
4052,BHAVIRATTI. S.S,ELEMENTS OF CIVIL ENGINEERING,VIKAS,2006,4,0,216,115,1,2,
4053,ALEXIS LEON,INTRODUCATION TO COMPUTERS,LEON TECH WORLD,2006,,0,44.4,295,1,10,
4054,ALEXIS LEON,INTRODUCATION TO COMPUTERS,LEON TECH WORLD,2006,,0,44.4,295,1,10,
4055,ALEXIS LEON,INTRODUCATION TO COMPUTERS,LEON TECH WORLD,2006,,0,44.4,295,1,10,
4056,ALEXIS LEON,INTRODUCATION TO COMPUTERS,LEON TECH WORLD,2006,,0,44.4,295,1,10,
4057,KREYSZIG EREWIN,ADVANCE ENGINEERING MATHEMATICS,WILEY,2007,8,0,1156,449,1,4,
4058,KREYSZIG EREWIN,ADVANCE ENGINEERING MATHEMATICS,WILEY,2007,8,0,1156,449,1,4,
4059,KREYSZIG EREWIN,ADVANCE ENGINEERING MATHEMATICS,WILEY,2007,8,0,1156,449,1,4,
4060,KREYSZIG EREWIN,ADVANCE ENGINEERING MATHEMATICS,WILEY,2007,8,0,1156,449,1,4,
4061,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4062,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4063,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4064,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4065,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4066,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4067,K.R. NAIZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4068,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4069,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4070,K.R. NAIZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4072,K.R. NAIZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4073,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4074,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4076,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4077,K.R. NIAZI,ELECTIRCAL. &. ELECTRONICS./ ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4078,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4079,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4080,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4081,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4082,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4083,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4084,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4085,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4086,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4087,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4088,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4089,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,11,
4090,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4091,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4092,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4094,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4095,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4096,JAIN K.C,ELECTRICAL ELECTRONICS ENGINEERING,GENIUS,2007,,0,75,75,1,12,
4097,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4098,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4099,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4100,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4101,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4102,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4103,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4104,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4105,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4106,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4107,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4108,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4109,K. R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4112,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,12,
4113,K. R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4114,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4116,K.R. NIAZI.,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4117,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING.,GENIUS,2006,2,0,8,230,1,5,
4120,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4121,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4122,K.R.. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4123,K.R. NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4124,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4125,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4126,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4127,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4128,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4129,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4130,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4131,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4133,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4134,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4135,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4136,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4137,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4138,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4139,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4140,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4141,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4142,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4144,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4145,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4146,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4147,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
4148,K.R.NIAZI,ELECTRICAL. &. ELECTRONICS. ENGINEERING,GENIUS,2006,2,0,8,230,1,5,
